단축코드,표준코드,한글명,그룹코드,시가총액규모,지수업종대분류,지수업종중분류,지수업종소분류,제조업,저유동성,지배구조지수종목,KOSPI200섹터업종,KOSPI100,KOSPI50,KRX,ETP,ELW발행,KRX100,KRX자동차,KRX반도체,KRX바이오,KRX은행,SPAC,KRX에너지화학,KRX철강,단기과열,KRX미디어통신,KRX건설,Non1,KRX증권,KRX선박,KRX섹터_보험,KRX섹터_운송,SRI,기준가,매매수량단위,시간외수량단위,거래정지,정리매매,관리종목,시장경고,경고예고,불성실공시,우회상장,락구분,액면변경,증자구분,증거금비율,신용가능,신용기간,전일거래량,액면가,상장일자,상장주수,자본금,결산월,공모가,우선주,공매도과열,이상급등,KRX300,KOSPI,매출액,영업이익,경상이익,당기순이익,ROE,기준년월,시가총액,그룹사코드,회사신용한도초과,담보대출가능,대주가능
004560,KR7004560009,현대비앤지스틸,ST,3.0,0,11,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,Y,0,N,N,N,N,N,N,N,N,13500,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,24874,5000,19870324,15078,75394055000,12.0,,0,,N,N,Y,4229,187,208,165,6.56,20240630.0,2035,BH1,N,N,N
004690,KR7004690004,삼천리,ST,3.0,0,17,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,88400,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,6221,5000,19761223,4055,20275125000,12.0,,0,,N,N,Y,27465,1051,1315,1042,11.59,20240630.0,3584,,N,N,N
004700,KR7004700001,조광피혁,ST,3.0,0,0,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,56600,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,742,5000,19770527,6649,34245690000,12.0,,0,,N,N,Y,1266,63,116,90,2.23,20231231.0,3763,,N,N,N
004710,KR7004710000,한솔테크닉스,ST,3.0,0,13,0,Y,N,N,0,N,N,Y,,N,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4520,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,36588,5000,19880706,32109,160549390000,12.0,,0,,N,N,Y,5506,225,307,239,6.63,20240630.0,1451,,N,N,N
004720,KR7004720009,팜젠사이언스,ST,3.0,0,9,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4965,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,45542,500,19900615,18178,9089262500,12.0,,0,,N,N,Y,854,57,46,30,2.56,20240630.0,902,,N,N,N
004770,KR7004770004,써니전자,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1572,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,130705,500,19870422,36702,19301442000,12.0,,0,,N,N,Y,128,9,49,39,5.01,20231231.0,576,,N,N,N
004800,KR7004800009,효성,ST,2.0,0,21,0,N,N,N,4,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,N,52200,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,58478,5000,19730630,16740,86725490000,12.0,,0,,N,Y,Y,9849,442,151,185,0.33,20240630.0,8738,971,N,N,N
004830,KR7004830006,덕성,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6930,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,1034994,500,19870925,15680,7840000000,12.0,,0,,N,N,Y,557,36,46,35,8.0,20240630.0,1086,,N,N,N
004835,KR7004831004,덕성우,ST,0.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,3,N,N,N,N,N,N,N,N,10240,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,23001,500,19891219,1392,696000000,12.0,,1,,N,N,N,0,0,0,0,0.0,,142,,N,N,N
004840,KR7004840005,DRB동일,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4700,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,12557,500,19760521,19930,9965000000,12.0,,0,,N,N,Y,3881,199,182,115,4.31,20240630.0,936,,N,N,N
004870,KR7004870002,티웨이홀딩스,ST,3.0,0,10,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,562,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,276454,500,19770630,111611,55805846500,12.0,,0,,N,N,Y,78,-30,59,46,2.75,20231231.0,627,,N,N,N
004890,KR7004890000,동일산업,ST,3.0,0,11,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,41400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,486,5000,20050630,2425,12126075000,12.0,,0,,N,N,Y,2243,20,73,62,2.99,20240630.0,1004,,N,N,N
004910,KR7004910006,조광페인트,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6550,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,28924,500,19761227,12800,6400000000,12.0,,0,,N,N,Y,1273,25,84,79,8.82,20240630.0,838,,N,N,N
004920,KR7004920005,씨아이테크,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1206,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,33217,500,19891130,50065,25032896500,12.0,,0,,N,N,Y,220,-19,-30,-26,-9.83,20240630.0,603,,N,N,N
004960,KR7004960001,한신공영,ST,3.0,0,18,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7070,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11170,5000,19760707,11570,57853510000,12.0,,0,,N,N,Y,6394,143,221,147,6.2,20240630.0,818,,N,N,N
004970,KR7004970000,신라교역,ST,3.0,0,0,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9410,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4961,500,19760630,16000,8000000000,12.0,,0,,N,N,Y,2729,142,413,321,10.92,20240630.0,1505,,N,N,N
004980,KR7004980009,성신양회,ST,3.0,0,10,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,N,8230,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,155582,5000,19760630,24516,124830365000,12.0,,0,,N,N,Y,6032,517,385,311,11.4,20240630.0,2017,,N,N,N
004985,KR7004981007,성신양회우,ST,0.0,0,10,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11270,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2684,5000,19881221,735,3678225000,12.0,,1,,N,N,N,0,0,0,0,0.0,,82,,N,N,N
004990,KR7004990008,롯데지주,ST,2.0,0,21,0,N,N,N,7,Y,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,25000,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,278481,200,19740216,104909,20981847400,12.0,,0,,N,Y,Y,78456,2345,-897,-1655,-6.53,20240630.0,26227,283,N,N,N
00499K,KR700499K014,롯데지주우,ST,0.0,0,21,0,N,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,32000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,86,200,20171030,805,161120600,12.0,,1,,N,N,N,0,0,0,0,0.0,,257,,N,N,N
005010,KR7005010004,휴스틸,ST,3.0,0,11,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4085,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,216127,1000,19730629,56188,56188075000,12.0,,0,,N,N,Y,3847,165,346,282,5.34,20240630.0,2295,,N,N,N
005030,KR7005030002,부산주공,ST,3.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,486,1,1,Y,N,N,0,N,N,N,0,0,0,100,N,90,0,500,19751226,78782,39391494000,12.0,,0,,N,N,Y,2417,4,-59,-51,-24.58,20231231.0,382,,N,N,N
005070,KR7005070008,코스모신소재,ST,1.0,0,8,0,Y,N,N,5,N,N,Y,,N,Y,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,108400,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,115734,1000,19870928,32510,32510756000,12.0,,0,,N,Y,Y,6296,323,290,270,7.41,20231231.0,35241,FN4,N,N,N
005090,KR7005090006,SGC에너지,ST,3.0,0,17,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,27450,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,15818,5000,19930106,14409,73385020000,12.0,,0,,N,N,Y,11656,1192,759,529,15.18,20240630.0,3955,378,N,N,N
005110,KR7005110002,한창,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1254,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,19760601,18606,9303203500,12.0,,0,,N,N,Y,259,0,-13,-27,-67.29,20240630.0,233,,N,N,N
005180,KR7005180005,빙그레,ST,2.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,63700,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,47416,5000,19780831,9851,49756205000,12.0,,0,,N,N,Y,7083,660,696,547,16.59,20240630.0,6275,,N,N,N
005250,KR7005250006,녹십자홀딩스,ST,2.0,0,26,0,N,N,N,A,N,N,Y,,N,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,15800,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,101842,500,19780828,47028,25321905000,12.0,,0,,N,N,Y,10298,-205,-855,-869,-12.07,20240630.0,7430,,N,N,N
005257,KR7005252002,녹십자홀딩스2우,ST,0.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,3,N,N,N,N,N,N,N,N,25250,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,386,500,19970319,845,422995000,12.0,,2,,N,N,N,0,0,0,0,0.0,,213,,N,N,N
005300,KR7005300009,롯데칠성,ST,2.0,0,5,0,Y,N,N,7,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,129800,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,15019,500,19730621,9278,4639442000,12.0,,0,,N,Y,Y,20361,970,606,372,5.03,20240630.0,12043,283,N,N,N
005305,KR7005301007,롯데칠성우,ST,0.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,67000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1759,500,19890921,775,387655000,12.0,,1,,N,N,N,0,0,0,0,0.0,,519,,N,N,N
005320,KR7005320007,국동,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,495,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,61486,500,19961224,67327,33663948500,12.0,,0,,N,N,Y,1136,-70,-57,-76,-13.98,20240630.0,333,,N,N,N
005360,KR7005360003,모나미,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2455,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,22811,1000,19740626,18897,18897307000,12.0,,0,,N,N,Y,666,-18,-35,-37,-7.89,20240630.0,463,,N,N,N
005380,KR7005380001,현대차,ST,1.0,0,15,0,Y,N,N,8,Y,Y,Y,,Y,Y,Y,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,250500,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,809348,5000,19740628,209416,1157982395000,12.0,,0,,N,Y,Y,856791,78365,102929,75499,15.0,20240630.0,524587,BH1,N,N,N
005385,KR7005381009,현대차우,ST,0.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,181000,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,125827,5000,19890911,23871,125549910000,12.0,,1,,N,N,N,0,0,0,0,0.0,,43208,,N,N,N
005387,KR7005382007,현대차2우B,ST,0.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,183500,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,162339,5000,19981202,35759,193069325000,12.0,,2,,N,N,N,0,0,0,0,0.0,,65618,,N,N,N
005389,KR7005383005,현대차3우B,ST,0.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,177700,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,11042,5000,19990415,2380,12391495000,12.0,,2,,N,N,N,0,0,0,0,0.0,,4229,,N,N,N
005390,KR7005390000,신성통상,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2215,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,146484,500,19751222,143708,71854195000,6.0,,0,,N,N,Y,10883,650,483,348,10.6,20240331.0,3183,,N,N,N
005420,KR7005420005,코스모화학,ST,2.0,0,8,0,Y,N,N,4,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,20850,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,212952,1000,19870723,38408,38408228000,12.0,,0,,N,Y,Y,3933,38,-22,-58,-8.37,20240630.0,8008,FN4,N,N,N
005430,KR7005430004,한국공항,ST,3.0,0,19,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,52100,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,25476,5000,19761228,3166,15831775000,12.0,,0,,N,N,Y,2999,292,314,244,13.59,20240630.0,1649,926,N,N,N
005440,KR7005440003,현대지에프홀딩스,ST,2.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5070,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,299166,500,19890822,155904,78845933500,12.0,,0,,N,N,Y,32499,1111,4987,5640,34.65,20240630.0,7904,Z35,N,N,N
005490,KR7005490008,POSCO홀딩스,ST,1.0,0,11,0,Y,N,Y,3,Y,Y,Y,,Y,Y,N,N,N,N,N,N,Y,0,N,N,N,N,N,N,N,Y,375000,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,409256,5000,19880610,82624,482403125000,12.0,,0,,N,Y,Y,365616,13350,14520,11540,3.91,20240630.0,309841,853,N,N,N
005500,KR7005500004,삼진제약,ST,3.0,0,9,0,Y,N,N,0,N,N,Y,,N,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,18580,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,23577,1000,19880618,13900,13900000000,12.0,,0,,N,N,Y,2921,205,156,189,6.99,20231231.0,2582,,N,N,N
005610,KR7005610001,SPC삼립,ST,3.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,50400,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,4363,5000,19750502,8629,43145045000,12.0,,0,,N,N,Y,16801,443,626,562,25.55,20240630.0,4349,,N,N,N
005680,KR7005680004,삼영전자,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8590,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,11748,500,19761228,20000,10000000000,12.0,,0,,N,N,Y,855,49,120,93,3.45,20240630.0,1718,,N,N,N
005690,KR7005690003,파미셀,ST,3.0,0,9,0,Y,N,N,0,N,N,Y,,N,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,5520,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,660645,500,19880520,60016,30008482000,12.0,,0,,N,N,Y,562,13,47,36,4.56,20231231.0,3312,,N,N,N
005720,KR7005720008,넥센,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4525,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,13811,500,19871219,53543,26771988500,12.0,,0,,N,N,Y,16159,1248,1417,1032,9.03,20240630.0,2422,,N,N,N
005725,KR7005721006,넥센우,ST,0.0,0,8,0,Y,Y,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3040,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,465,500,19890923,3600,1800300000,12.0,,1,,N,N,N,0,0,0,0,0.0,,109,,N,N,N
005740,KR7005740006,크라운해태홀딩스,ST,3.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5950,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,14123,500,19760630,14847,7423673500,12.0,,0,,N,N,Y,5220,401,353,272,9.03,20240630.0,883,,N,N,N
005745,KR7005741004,크라운해태홀딩스우,ST,0.0,0,21,0,N,Y,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8610,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,322,500,19941122,600,300363000,12.0,,1,,N,N,N,0,0,0,0,0.0,,51,,N,N,N
005750,KR7005750005,대림B&Co,ST,3.0,0,10,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3510,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10755,1000,19921223,16672,16672240000,12.0,,0,,N,N,Y,1340,65,52,45,5.89,20240630.0,585,,N,N,N
005800,KR7005800008,신영와코루,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9280,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1706,500,19761228,9000,4500000000,12.0,,0,,N,N,Y,1080,30,51,37,2.01,20240630.0,835,,N,N,N
005810,KR7005810007,풍산홀딩스,ST,3.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,26800,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,11115,5000,19880728,14417,84749515000,12.0,,0,,N,N,Y,2184,645,646,604,11.57,20240630.0,3863,,N,N,N
005820,KR7005820006,원림,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,15890,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,412,5000,19900420,2297,11489850000,12.0,,0,,N,N,Y,403,12,47,37,4.82,20240630.0,365,,N,N,N
005830,KR7005830005,DB손해보험,ST,1.0,0,21,25,N,N,Y,6,Y,N,Y,,N,Y,N,N,N,N,N,N,N,0,N,N,N,N,N,Y,N,Y,111600,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,323620,500,19730628,70800,35400000000,12.0,,0,,N,Y,Y,108023,15460,15655,11924,23.89,20240630.0,79012,LB9,N,N,N
005850,KR7005850003,에스엘,ST,2.0,0,15,0,Y,N,N,8,N,N,Y,,N,N,Y,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,34000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,132583,500,19881108,46448,23224260000,12.0,,0,,N,Y,Y,25442,2866,3281,2450,23.07,20240630.0,15792,,N,N,N
005870,KR7005870001,휴니드,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7670,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,1062497,5000,19910903,14116,70580075000,12.0,,0,,N,N,Y,2288,174,229,179,11.69,20231231.0,1082,,N,N,N
005880,KR7005880000,대한해운,ST,2.0,0,19,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,Y,N,1913,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,3658175,500,19920423,319177,159588730000,12.0,,0,,N,N,Y,9237,1989,1539,1343,14.75,20240630.0,6105,LB8,N,N,N
005930,KR7005930003,삼성전자,ST,1.0,0,13,0,Y,N,N,5,Y,Y,Y,,Y,Y,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,63000,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,32746056,100,19750611,5969782,778046685000,12.0,,0,,N,Y,Y,1459839,170499,193021,16596,8.95,20240630.0,3760963,511,N,N,N
005935,KR7005931001,삼성전자우,ST,0.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,52900,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,2921733,100,19890925,822886,119467135000,12.0,,1,,N,N,N,0,0,0,0,0.0,,435307,,N,N,N
005940,KR7005940002,NH투자증권,ST,1.0,0,21,24,N,N,Y,6,Y,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,Y,N,N,N,Y,14200,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,831212,5000,19750930,327492,1683205360000,12.0,,0,,N,Y,Y,48922,5457,5617,4227,10.98,20240630.0,46503,E56,N,N,N
005945,KR7005941000,NH투자증권우,ST,0.0,0,21,24,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11960,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,18024,5000,19880913,18870,99354840000,12.0,,1,,N,N,N,0,0,0,0,0.0,,2256,,N,N,N
005950,KR7005950001,이수화학,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8420,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,86717,5000,19880428,22722,113613695000,12.0,,0,,N,N,Y,9825,-100,-55,-133,-3.91,20240630.0,1913,,N,N,N
005960,KR7005960000,동부건설,ST,3.0,0,18,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4425,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9398,5000,19781030,22946,114731725000,12.0,,0,,N,N,Y,8643,-587,-629,-801,-29.85,20240630.0,1015,365,N,N,N
005965,KR7005961008,동부건설우,ST,0.0,0,18,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,23000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,65,5000,19900621,225,1128660000,12.0,,1,,N,N,N,0,0,0,0,0.0,,51,,N,N,N
006040,KR7006040000,동원산업,ST,2.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,30850,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,13467,1000,19890307,36021,36021895000,12.0,,0,,N,N,Y,43847,1948,1853,1280,7.7,20240630.0,11112,,N,N,N
006060,KR7006060008,화승인더,ST,3.0,0,8,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,N,3850,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,78319,500,19910204,55320,27660000000,12.0,,0,,N,N,Y,8740,414,188,92,7.84,20240630.0,2129,,N,N,N
006090,KR7006090005,사조오양,ST,3.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9510,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,13338,5000,19861224,9422,47113695000,12.0,,0,,N,N,Y,3915,163,239,203,9.51,20231231.0,896,,N,N,N
006110,KR7006110001,삼아알미늄,ST,2.0,0,11,0,Y,N,N,3,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,45500,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,51489,500,19801205,14711,7355958000,12.0,,0,,N,Y,Y,1319,-12,-3,-3,-0.23,20240630.0,6693,,N,N,N
006120,KR7006120000,SK디스커버리,ST,2.0,0,21,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,N,35150,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,41178,5000,19760629,18785,104884875000,12.0,,0,,N,Y,Y,42780,790,228,-56,0.17,20240630.0,6603,535,N,N,N
006125,KR7006121008,SK디스커버리우,ST,0.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,31900,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3608,5000,19891124,1358,6792275000,12.0,,1,,N,N,N,0,0,0,0,0.0,,433,,N,N,N
006200,KR7006200000,한국전자홀딩스,ST,3.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,782,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,42061,500,19791130,46803,23401568000,12.0,,0,,N,N,Y,1531,25,47,36,5.65,20240630.0,366,,N,N,N
006220,KR7006220008,제주은행,ST,3.0,0,21,0,N,N,N,0,N,N,Y,,N,N,N,N,N,Y,N,N,N,0,N,N,N,N,N,N,N,N,8850,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,130152,5000,19721228,32128,160643870000,12.0,,0,,N,N,Y,1881,71,72,62,2.2,20240630.0,2843,,N,N,N
006260,KR7006260004,LS,ST,1.0,0,21,0,N,N,N,9,N,N,Y,,Y,Y,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,108600,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,304306,5000,19770630,32200,161000000000,12.0,,0,,N,Y,Y,133593,6277,4284,3224,9.24,20240630.0,34969,FN2,N,N,N
006280,KR7006280002,녹십자,ST,2.0,0,9,0,Y,N,N,A,N,N,Y,,N,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,164400,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,105855,5000,19890801,11686,58432690000,12.0,,0,,N,Y,Y,7742,26,-397,-397,-5.04,20240630.0,19212,,N,N,N
006340,KR7006340004,대원전선,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2950,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15536032,500,19880504,74979,37489587500,12.0,,0,,N,N,Y,2823,70,32,17,3.21,20240630.0,2211,,N,N,N
006345,KR7006341002,대원전선우,ST,0.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3920,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1096845,500,19890621,2621,1310600000,12.0,,1,,N,N,N,0,0,0,0,0.0,,102,,N,N,N
