단축코드,표준코드,한글명,그룹코드,시가총액규모,지수업종대분류,지수업종중분류,지수업종소분류,제조업,저유동성,지배구조지수종목,KOSPI200섹터업종,KOSPI100,KOSPI50,KRX,ETP,ELW발행,KRX100,KRX자동차,KRX반도체,KRX바이오,KRX은행,SPAC,KRX에너지화학,KRX철강,단기과열,KRX미디어통신,KRX건설,Non1,KRX증권,KRX선박,KRX섹터_보험,KRX섹터_운송,SRI,기준가,매매수량단위,시간외수량단위,거래정지,정리매매,관리종목,시장경고,경고예고,불성실공시,우회상장,락구분,액면변경,증자구분,증거금비율,신용가능,신용기간,전일거래량,액면가,상장일자,상장주수,자본금,결산월,공모가,우선주,공매도과열,이상급등,KRX300,KOSPI,매출액,영업이익,경상이익,당기순이익,ROE,기준년월,시가총액,그룹사코드,회사신용한도초과,담보대출가능,대주가능
014130,KR7014130009,한익스프레스,ST,3.0,0,19,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3660,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,46379,500,19890725,12000,6000000000,12.0,,0,,N,N,Y,3606,33,-32,-27,-7.56,20240630.0,439,,N,N,N
014160,KR7014160006,대영포장,ST,3.0,0,7,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1027,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,150740,500,19900306,108394,54197274500,12.0,,0,,N,N,Y,2835,111,109,79,4.64,20231231.0,1113,,N,N,N
014280,KR7014280002,금강공업,ST,3.0,0,11,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,Y,0,N,N,N,N,N,N,N,N,4265,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,18284,1000,19880910,29329,29329357000,12.0,,0,,N,N,Y,3988,223,158,135,4.52,20240630.0,1250,,N,N,N
014285,KR7014281000,금강공업우,ST,0.0,0,11,0,Y,Y,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,3,N,N,N,N,N,N,N,N,7570,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,353,1000,19890731,589,589875000,12.0,,1,,N,N,N,0,0,0,0,0.0,,44,,N,N,N
014440,KR7014440002,영보화학,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3375,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,33369,500,19970827,20000,10000000000,12.0,,0,,N,N,Y,550,90,134,109,12.91,20240630.0,675,,N,N,N
014530,KR7014530000,극동유화,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3780,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,122146,500,19910131,34869,17434710000,12.0,,0,,N,N,Y,5506,139,119,91,8.81,20240630.0,1318,,N,N,N
014580,KR7014580005,태경비케이,ST,3.0,0,10,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4340,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,33708,500,19910307,27583,13791550000,12.0,,0,,N,N,Y,1595,220,236,183,13.64,20240630.0,1197,,N,N,N
014680,KR7014680003,한솔케미칼,ST,2.0,0,8,0,Y,N,N,4,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,N,116300,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,125405,5000,19890520,11335,56675975000,12.0,,0,,N,Y,Y,3969,693,836,683,15.14,20240630.0,13182,,N,N,N
014710,KR7014710008,사조씨푸드,ST,3.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7770,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3487721,1000,20120629,17218,17218543000,12.0,,0,,N,N,Y,922,50,86,68,5.35,20240630.0,1337,,N,N,N
014790,KR7014790000,HL D&I,ST,3.0,0,18,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2615,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,80942,5000,19940812,37858,194374710000,12.0,,0,,N,N,Y,7918,295,215,174,7.53,20240630.0,990,,N,N,N
014820,KR7014820005,동원시스템즈,ST,2.0,0,8,0,Y,N,N,3,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,40950,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,25290,5000,19940329,28991,144956410000,12.0,,0,,N,Y,Y,6535,464,433,378,9.61,20240630.0,11871,,N,N,N
014825,KR7014821003,동원시스템즈우,ST,0.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,21700,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,74,5000,19950121,264,1320555000,12.0,,1,,N,N,N,0,0,0,0,0.0,,57,,N,N,N
014830,KR7014830004,유니드,ST,2.0,0,8,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,N,69200,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,22848,5000,20041203,6767,33838000000,12.0,,0,,N,N,Y,5463,625,620,488,10.46,20240630.0,4683,378,N,N,N
014910,KR7014910004,성문전자,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1230,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,62900,500,19900324,22460,11230492500,12.0,,0,,N,N,Y,250,10,18,18,9.34,20240630.0,276,,N,N,N
014915,KR7014911002,성문전자우,ST,0.0,0,13,0,Y,Y,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,3,N,N,N,N,N,N,N,N,5190,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,397,500,19900324,600,300000000,12.0,,1,,N,N,N,0,0,0,0,0.0,,31,,N,N,N
014990,KR7014990006,인디에프,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,659,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1144021,500,19890620,75112,37556497500,12.0,,0,,N,N,Y,589,3,-15,-15,-7.7,20240630.0,494,,N,N,N
015020,KR7015020001,이스타코,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,615,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,26086,500,19881223,42851,21425800000,12.0,,0,,N,N,Y,133,-17,-30,-29,-6.66,20231231.0,263,,N,N,N
015230,KR7015230006,대창단조,ST,3.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5020,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,43597,500,19890725,28572,14286115000,12.0,,0,,N,N,Y,1637,166,279,195,14.46,20240630.0,1434,,N,N,N
015260,KR7015260003,에이엔피,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,698,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,45752,500,19880118,45116,22558447000,12.0,,0,,N,N,Y,595,-33,-47,-47,-31.7,20240630.0,314,,N,N,N
015360,KR7015360001,예스코홀딩스,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,46200,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,4514,5000,19961224,6000,30000000000,12.0,,0,,N,N,Y,6574,343,296,265,11.33,20240630.0,2772,FN2,N,N,N
015590,KR7015590003,KIB플러그에너지,ST,3.0,0,12,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,411,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,620134,500,19890527,236981,118490772000,12.0,,0,,N,N,Y,638,3,21,20,3.09,20240630.0,973,,N,N,N
015760,KR7015760002,한국전력,ST,1.0,0,17,0,N,N,N,7,Y,Y,Y,,Y,Y,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,21950,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2066513,5000,19890810,641964,3209820385000,12.0,,0,,N,Y,Y,437665,25496,10868,7104,3.45,20240630.0,140911,,N,N,N
015860,KR7015860000,일진홀딩스,ST,3.0,0,21,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,3800,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,59158,1000,19900322,49347,49852615000,12.0,,0,,N,N,Y,8790,440,521,364,7.99,20240630.0,1875,,N,N,N
015890,KR7015890007,태경산업,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5320,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,25887,500,19960130,29228,14614375000,12.0,,0,,N,N,Y,3384,264,239,177,5.2,20240630.0,1554,,N,N,N
016090,KR7016090003,대현,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1802,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,74918,500,19900920,44282,26906155000,12.0,,0,,N,N,Y,2953,213,266,233,9.25,20231231.0,797,,N,N,N
016360,KR7016360000,삼성증권,ST,1.0,0,21,24,N,N,Y,6,Y,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,Y,N,N,N,Y,46650,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,472495,5000,19880328,89300,458478080000,12.0,,0,,N,Y,Y,67938,6708,6809,5110,15.06,20240630.0,41658,511,N,N,N
016380,KR7016380008,KG스틸,ST,2.0,0,11,0,Y,N,N,3,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6620,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,623140,5000,19860203,100008,500044485000,12.0,,0,,N,Y,Y,16770,1266,567,412,4.44,20240630.0,6620,365,N,N,N
016450,KR7016450009,한세예스24홀딩스,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4495,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8989,500,20000106,40000,20000000000,12.0,,0,,N,N,Y,13620,848,530,379,7.28,20240630.0,1798,,N,N,N
016580,KR7016580003,환인제약,ST,3.0,0,9,0,Y,N,N,0,N,N,Y,,N,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,13430,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,12098,500,19960703,18600,9700035000,12.0,,0,,N,N,Y,1252,153,188,153,8.41,20240630.0,2497,,N,N,N
016590,KR7016590002,신대양제지,ST,3.0,0,7,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5680,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,2106,500,19951221,40297,20148910000,12.0,,0,,N,N,Y,3220,210,361,284,9.0,20240630.0,2288,,N,N,N
016610,KR7016610008,DB금융투자,ST,3.0,0,21,24,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,1,N,N,N,N,N,N,N,N,6010,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,400062,5000,19880627,42446,212231945000,12.0,,0,,N,N,Y,6827,498,509,388,7.2,20240630.0,2551,LB9,N,N,N
016710,KR7016710006,대성홀딩스,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7890,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4227,1000,19991222,16089,16089459000,12.0,,0,,N,N,Y,6633,201,404,318,11.19,20240630.0,1269,,N,N,N
016740,KR7016740003,두올,ST,3.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3200,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,38376,2500,20160729,32066,82666700000,12.0,,0,,N,N,Y,3890,243,231,146,12.91,20240630.0,1026,,N,N,N
016800,KR7016800005,퍼시스,ST,2.0,0,0,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,42250,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3091,1000,19961224,11500,14300000000,12.0,,0,,N,N,Y,1933,173,441,349,12.84,20240630.0,4858,,N,N,N
016880,KR7016880007,웅진,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,938,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,102007,500,19941105,79927,42213540000,12.0,,0,,N,N,Y,5039,139,-2,-24,2.03,20240630.0,749,,N,N,N
017040,KR7017040007,광명전기,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1710,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,241944,500,19900914,43337,21668807500,12.0,,0,,N,N,Y,647,-30,-51,-96,-16.11,20240630.0,741,,N,N,N
017180,KR7017180001,명문제약,ST,3.0,0,9,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2365,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1165294,500,20080710,33953,16976727000,12.0,,0,,N,N,Y,903,-16,-38,-31,-6.7,20240630.0,802,,N,N,N
017370,KR7017370008,우신시스템,ST,3.0,0,12,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6350,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,17193,500,20020528,18314,9157027000,12.0,,0,,N,N,Y,1450,93,103,77,15.35,20240630.0,1162,,N,N,N
017390,KR7017390006,서울가스,ST,3.0,0,17,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,53100,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,2341,5000,19950818,5000,35000000000,12.0,,0,,N,N,Y,9727,169,300,291,5.33,20240630.0,2655,,N,N,N
017550,KR7017550005,수산중공업,ST,3.0,0,12,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1724,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,114110,500,19910830,62399,31199565000,12.0,,0,,N,N,Y,926,45,47,39,4.45,20240630.0,1075,,N,N,N
017670,KR7017670001,SK텔레콤,ST,1.0,0,20,0,N,N,Y,B,Y,Y,Y,,Y,Y,N,N,N,N,N,N,N,0,Y,N,N,N,N,N,N,Y,57500,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,726714,100,19891107,214790,30492715900,12.0,,0,,N,Y,Y,88970,10360,9189,7121,11.92,20240630.0,123504,535,N,N,N
017800,KR7017800004,현대엘리베이,ST,2.0,0,12,0,Y,N,N,2,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,42350,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,44892,5000,19960703,39092,212235955000,12.0,,0,,N,Y,Y,14007,897,491,327,5.14,20240630.0,16555,,N,N,N
017810,KR7017810003,풀무원,ST,2.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10770,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,86520,500,19951005,38120,19060271000,12.0,,0,,N,N,Y,15623,325,85,68,4.79,20240630.0,4105,,N,N,N
017860,KR7017860008,DS단석,ST,2.0,0,8,0,Y,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,75400,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,65380,500,20231222,5861,2930702000,12.0,,0,,N,N,Y,4848,127,58,42,3.64,20240630.0,4419,,N,N,N
017900,KR7017900002,광전자,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1872,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,77561,500,19961016,57943,28971881500,12.0,,0,,N,N,Y,649,18,83,65,5.67,20240630.0,1084,,N,N,N
017940,KR7017940008,E1,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,76700,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,22101,5000,19970827,6860,34300000000,12.0,,0,,N,N,Y,54269,2091,1410,1112,12.08,20240630.0,5261,FN2,N,N,N
017960,KR7017960006,한국카본,ST,2.0,0,12,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11360,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,302809,500,19950708,51908,25954226000,12.0,,0,,N,N,Y,3770,204,169,87,3.8,20240630.0,5896,,N,N,N
018250,KR7018250001,애경산업,ST,2.0,0,8,0,Y,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,18140,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,85888,1000,20180322,26409,26409935000,12.0,,0,,N,N,Y,3427,339,360,265,13.66,20240630.0,4790,,N,N,N
018260,KR7018260000,삼성에스디에스,ST,1.0,0,26,0,N,N,N,5,Y,Y,Y,,Y,Y,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,158000,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,211535,500,20141114,77377,38688900000,12.0,,0,,N,Y,Y,66162,4468,5663,4074,8.81,20240630.0,122256,511,N,N,N
018470,KR7018470005,조일알미늄,ST,3.0,0,11,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1617,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,215933,500,19881122,126631,63315860500,12.0,,0,,N,N,Y,4658,85,-15,-1,-0.07,20231231.0,2047,,N,N,N
018500,KR7018500009,동원금속,ST,3.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1425,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,57613,500,19951110,46754,23377466500,3.0,,0,,N,N,Y,1637,154,115,78,28.14,20240630.0,666,,N,N,N
018670,KR7018670000,SK가스,ST,2.0,0,16,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,N,171600,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,9556,5000,19970827,9230,46151220000,12.0,,0,,N,N,Y,33773,1216,936,587,4.54,20240630.0,15839,535,N,N,N
018880,KR7018880005,한온시스템,ST,2.0,0,12,0,Y,N,N,8,Y,N,Y,,N,N,Y,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4170,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,1599387,100,19960731,533800,53380000000,12.0,,0,,N,Y,Y,49645,1369,-120,-211,-2.14,20240630.0,22259,,N,N,N
019170,KR7019170000,신풍제약,ST,2.0,0,9,0,Y,N,N,0,N,N,Y,,N,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,12900,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,186932,500,19900120,52984,26492495000,12.0,,0,,N,N,Y,1100,-82,-46,-26,-1.97,20240630.0,6835,,N,N,N
019175,KR7019171008,신풍제약우,ST,0.0,0,9,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,3,N,N,N,N,N,N,N,N,20000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2631,500,19900120,2200,1100000000,12.0,,1,,N,N,N,0,0,0,0,0.0,,440,,N,N,N
019180,KR7019180009,티에이치엔,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3450,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,85814,500,19960731,18000,9000000000,12.0,,0,,N,N,Y,3115,183,220,187,28.52,20240630.0,621,,N,N,N
019440,KR7019440007,세아특수강,ST,3.0,0,11,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,13740,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3774,5000,20110601,8570,42850000000,12.0,,0,,N,N,Y,5090,126,80,60,3.65,20240630.0,1177,474,N,N,N
019490,KR7019490002,하이트론,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4595,1,1,N,N,N,2,Y,N,N,0,0,0,100,N,90,22645686,500,19981104,27611,13805612000,12.0,,0,,N,N,Y,55,-66,-72,-70,-136.62,20231231.0,1268,,N,N,N
019680,KR7019680008,대교,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2165,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,13353,500,20040203,84702,42351425000,12.0,,0,,N,N,Y,3263,-71,78,90,3.24,20240630.0,1833,,N,N,N
019685,KR7019681006,대교우B,ST,0.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1361,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,13015,500,20040203,19426,9713495000,12.0,,2,,N,N,N,0,0,0,0,0.0,,264,,N,N,N
020000,KR7020000006,한섬,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,15990,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,17338,500,19960703,23398,12315000000,12.0,,0,,N,N,Y,7353,365,328,253,3.82,20240630.0,3741,Z35,N,N,N
020120,KR7020120002,키다리스튜디오,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3485,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,31126,500,19960703,37063,18531883000,12.0,,0,,N,N,Y,991,12,1,-20,-1.87,20240630.0,1291,,N,N,N
020150,KR7020150009,롯데에너지머티리얼즈,ST,2.0,0,13,0,Y,N,N,0,N,N,Y,,N,Y,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,38350,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,304540,500,20110304,46110,23055417500,12.0,,0,,N,Y,Y,5044,74,238,75,0.62,20240630.0,17683,283,N,N,N
020560,KR7020560009,아시아나항공,ST,2.0,0,19,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,Y,N,9770,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,101159,5000,20080328,74411,372058820000,12.0,,0,,N,N,Y,40242,803,-3677,-2750,-108.76,20240630.0,7270,183,N,N,N
020760,KR7020760005,일진디스플,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1009,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15392,500,20020109,51513,25756870500,12.0,,0,,N,N,Y,482,13,57,57,40.2,20240630.0,519,,N,N,N
021050,KR7021050000,서원,ST,3.0,0,11,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1264,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,96767,500,19960130,47474,23737295000,12.0,,0,,N,N,Y,4797,109,506,538,82.59,20240630.0,600,,N,N,N
021240,KR7021240007,코웨이,ST,1.0,0,26,0,N,N,N,8,Y,N,Y,,N,Y,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,64000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,507962,500,20010807,73799,40662398000,12.0,,0,,N,Y,Y,20841,4049,3865,2818,20.64,20240630.0,47231,LB6,N,N,N
021820,KR7021820006,세원정공,ST,3.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8130,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8904,500,19960703,10000,5000000000,6.0,,0,,N,N,Y,1195,167,554,632,13.58,20240331.0,813,,N,N,N
022100,KR7022100002,포스코DX,ST,1.0,0,26,0,N,N,N,5,Y,Y,Y,,Y,Y,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,28650,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,679344,500,20240102,152034,76017364500,12.0,,0,,N,Y,Y,7931,595,602,461,19.42,20240630.0,43557,853,N,N,N
023000,KR7023000003,삼원강재,ST,3.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,12082,500,20110722,40000,20000000000,12.0,,0,,N,N,Y,3591,165,216,166,7.02,20231231.0,1000,Z35,N,N,N
023150,KR7023150006,MH에탄올,ST,3.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6220,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4867,500,19961224,7378,4596763000,12.0,,0,,N,N,Y,500,100,31,-7,9.08,20240630.0,458,,N,N,N
023350,KR7023350002,한국종합기술,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4675,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7528,500,20110428,10950,5475000000,12.0,,0,,N,N,Y,854,7,16,11,2.82,20240331.0,511,,N,N,N
023450,KR7023450000,동남합성,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,33250,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1871,500,19961224,3500,3125564000,12.0,,0,,N,N,Y,1667,81,67,60,11.69,20231231.0,1163,,N,N,N
023530,KR7023530009,롯데쇼핑,ST,2.0,0,16,0,N,N,N,8,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,64000,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,200072,5000,20060209,28288,141443775000,12.0,,0,,N,Y,Y,69411,1709,97,-68,-0.27,20240630.0,18104,283,N,N,N
023590,KR7023590003,다우기술,ST,2.0,0,26,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,17890,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,13646,500,19970827,44866,22433308500,12.0,,0,,N,Y,Y,50896,6916,6810,4921,15.74,20240630.0,8026,,N,N,N
023800,KR7023800006,인지컨트롤스,ST,3.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6170,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,11512,500,19970623,15809,7904598500,12.0,,0,,N,N,Y,3244,210,209,178,15.93,20240630.0,975,,N,N,N
