단축코드,표준코드,한글명,그룹코드,시가총액규모,지수업종대분류,지수업종중분류,지수업종소분류,벤처기업,저유동성,KRX,ETP,KRX100,KRX자동차,KRX반도체,KRX바이오,KRX은행,SPAC,KRX에너지화학,KRX철강,단기과열,KRX미디어통신,KRX건설,투자주의,KRX증권,KRX선박,KRX섹터_보험,KRX섹터_운송,KOSDAQ150,기준가,매매수량단위,시간외수량단위,거래정지,정리매매,관리종목,시장경고,경고예고,불성실공시,우회상장,락구분,액면변경,증자구분,증거금비율,신용가능,신용기간,전일거래량,액면가,상장일자,상장주수,자본금,결산월,공모가,우선주,공매도과열,이상급등,KRX300,매출액,영업이익,경상이익,당기순이익,ROE,기준년월,시가총액,그룹사코드,회사신용한도초과,담보대출가능,대주가능
000250,KR7000250001,삼천당제약,ST,1.0,0,1009,1024,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,139100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,447440,500,20001004,23457,11728736000,12,,0,,N,Y,1033,40,72,41,1,20240630.0,32629,,N,N,N
000440,KR7000440008,중앙에너비스,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,21100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,108261,500,19930324,6227,3113565000,12,,0,,N,N,230,-15,-13,-13,-5,20240630.0,1313,,N,N,N
001000,KR7001000009,신라섬유,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1129,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,393418,100,19940628,24277,2427754000,12,,0,,N,N,38,4,-4,-7,-4,20231231.0,274,,N,N,N
001540,KR7001540004,안국약품,ST,3.0,0,1009,1024,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,7270,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15438,500,20000615,13042,6521210000,12,,0,,N,N,1329,47,224,174,22,20240630.0,948,,N,N,N
001810,KR7001810001,무림SP,ST,3.0,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1711,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,6814,500,20000104,22137,11068750000,12,,0,,N,N,882,10,48,41,4,20240630.0,378,,N,N,N
001840,KR7001840008,이화공영,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2680,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,37740,500,19941123,19805,9902880000,12,,0,,N,N,1512,-11,-16,-14,-3,20231231.0,530,,N,N,N
002230,KR7002230001,피에스텍,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3940,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,869,500,19910104,19370,9834621500,12,,0,,N,N,405,23,26,22,3,20240630.0,763,,N,N,N
002290,KR7002290005,삼일기업공사,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2900,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7122,500,19921130,12400,6200000000,12,,0,,N,N,786,31,49,38,6,20231231.0,359,,N,N,N
002680,KR7002680007,한탑,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,713,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,41782,500,19950707,32316,16158399500,12,,0,,N,N,428,23,-15,-15,-6,20240630.0,230,,N,N,N
002800,KR7002800001,신신제약,ST,3.0,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,480133,500,20170228,15170,7585250000,12,,0,,N,N,542,39,33,31,10,20240630.0,1031,,N,N,N
003100,KR7003100005,선광,ST,3.0,0,1013,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,16100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4713,1000,19991221,6600,6600000000,12,,0,,N,N,915,169,172,138,8,20240630.0,1062,,N,N,N
003310,KR7003310000,대주산업,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1371,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,27518,500,19920801,35392,18696175000,12,,0,,N,N,528,42,34,38,10,20240630.0,485,,N,N,N
003380,KR7003380003,하림지주,ST,1.0,0,1014,0,,N,Y,,N,,,,,N,,,0,,,N,,,,,Y,5290,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,206825,100,20170630,112005,11242047800,12,,0,,N,Y,57643,3748,685,484,-1,20240630.0,5925,HRM,N,N,N
003800,KR7003800000,에이스침대,ST,2.0,0,1009,1031,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,27100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2368,1000,19960503,11090,11090000000,12,,0,,N,N,1620,358,468,356,11,20240630.0,3005,,N,N,N
004590,KR7004590006,한국가구,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3690,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11009,100,19930603,15000,1500000000,12,,0,,N,N,567,62,64,49,6,20240630.0,553,,N,N,N
004650,KR7004650008,창해에탄올,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9350,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3665,500,20140730,9190,4595442500,12,,0,,N,N,725,108,93,73,12,20240630.0,859,,N,N,N
004780,KR7004780003,대륙제관,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4010,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,22367,500,19941229,15903,7951599500,12,,0,,N,N,2711,156,159,131,10,20231231.0,637,,N,N,N
005160,KR7005160007,동국산업,ST,2.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,Y,0,N,N,N,N,N,N,N,N,6110,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,131022,1000,19990625,54244,54244482000,12,,0,,N,N,4077,200,98,82,4,20240630.0,3314,,N,N,N
005290,KR7005290002,동진쎄미켐,ST,1.0,0,1009,1023,N,N,Y,,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,Y,27050,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,334908,500,19991221,51414,25707247000,12,,0,,N,Y,6884,970,1065,797,19,20240630.0,13907,,N,N,N
005670,KR7005670005,푸드웰,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4900,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5729,500,19931207,10000,5000000000,12,,0,,N,N,1418,69,66,63,9,20240630.0,490,,N,N,N
005710,KR7005710009,대원산업,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5900,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,4400,500,19930621,20037,10018800000,12,,0,,N,N,4216,52,252,186,8,20240630.0,1182,,N,N,N
005860,KR7005860002,한일사료,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4160,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,328716,500,19941107,39403,19701842500,12,,0,,N,N,2100,29,15,11,1,20240630.0,1639,,N,N,N
005990,KR7005990007,매일홀딩스,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8350,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5834,500,19990514,13718,6859152000,12,,0,,N,N,10755,426,434,316,7,20240630.0,1145,,N,N,N
006050,KR7006050009,국영지앤엠,ST,3.0,0,1009,1025,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1795,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1421830,500,19941007,34895,17447621500,12,,0,,N,N,766,9,18,8,2,20231231.0,626,,N,N,N
006140,KR7006140008,피제이전자,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5380,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,20926,500,19931207,15000,7500000000,12,,0,,N,N,1668,74,77,61,5,20231231.0,807,,N,N,N
006620,KR7006620009,동구바이오제약,ST,3.0,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5990,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,150782,500,20180213,28464,14232496000,12,,0,,N,N,1255,61,83,67,12,20240630.0,1705,,N,N,N
006730,KR7006730006,서부T&D,ST,2.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,5850,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,88065,500,19951006,66426,33713461500,12,,0,,N,N,883,197,-56,-58,-2,20240630.0,3885,,N,N,N
006910,KR7006910004,보성파워텍,ST,3.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,3565,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3286495,500,19940907,49129,24564912000,12,,0,,N,N,785,33,44,44,5,20231231.0,1751,,N,N,N
006920,KR7006920003,모헨즈,ST,3.0,0,1009,1025,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2785,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1983,500,19890105,10920,5460000000,12,,0,,N,N,517,13,15,8,-2,20240630.0,304,,N,N,N
007330,KR7007330004,푸른저축은행,ST,3.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8650,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10950,1000,19931207,15082,15082800000,12,,0,,N,N,1028,90,190,158,5,20231231.0,1304,,N,N,N
007370,KR7007370000,진양제약,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5440,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,65492,500,20000727,12574,6287433500,12,,0,,N,N,941,91,126,127,15,20231231.0,684,,N,N,N
007390,KR7007390008,네이처셀,ST,1.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,10030,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,184911,500,19921130,64357,32178578000,12,,0,,N,N,188,14,15,15,5,20240630.0,6455,,N,N,N
007530,KR7007530009,와이엠,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2675,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5098,500,19940805,19174,9587226000,12,,0,,N,N,867,39,26,16,7,20240630.0,512,,N,N,N
007680,KR7007680002,대원,ST,3.0,0,1010,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4450,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11689,500,20171201,13446,6723237000,12,,0,,N,N,1573,-8,26,19,1,20240630.0,598,,N,N,N
007720,KR7007720006,대명소노시즌,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,772,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1417122,500,19940106,100800,50400225000,12,,0,,N,N,635,-5,22,18,3,20240630.0,778,,N,N,N
007770,KR7007770001,한일화학,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12300,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9363,500,19920907,3510,1755000000,12,,0,,N,N,600,-36,-14,40,8,20240630.0,431,,N,N,N
007820,KR7007820004,에스엠코어,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4525,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,41103,500,20111108,20033,10016973000,12,,0,,N,N,578,33,61,59,23,20240630.0,906,535,N,N,N
008290,KR7008290009,원풍물산,ST,3.0,0,1009,1020,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,556,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,107213,500,19970718,40693,20346839500,12,,0,,N,N,289,-19,-26,-27,-21,20231231.0,226,,N,N,N
008370,KR7008370009,원풍,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4850,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7482,500,19921218,12000,6000000000,12,,0,,N,N,434,45,66,52,12,20240630.0,582,,N,N,N
008470,KR7008470007,부스타,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1202,500,20110223,8404,4202400000,12,,0,,N,N,454,-12,-8,-7,-2,20240630.0,348,,N,N,N
008830,KR7008830002,대동기어,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7320,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,30430,500,19910517,8987,4493760000,12,,0,,N,N,2812,81,29,28,3,20231231.0,657,,N,N,N
009300,KR7009300005,삼아제약,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,22200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,69641,1000,20000719,6370,6370000000,12,,0,,N,N,550,190,213,157,15,20240630.0,1414,,N,N,N
009520,KR7009520008,포스코엠텍,ST,1.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,17280,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,208965,500,19971110,41642,20821351500,12,,0,,N,Y,3414,45,58,49,4,20231231.0,7195,853,N,N,N
009620,KR7009620006,삼보산업,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,396,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,83731,100,19931207,73785,7378590200,12,,0,,N,N,1921,23,-81,-85,-164,20240630.0,292,,N,N,N
009730,KR7009730003,이렘,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1217,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,716344,500,19900727,46056,23028387000,12,,0,,N,N,547,-5,-32,-25,-13,20240630.0,560,,N,N,N
009780,KR7009780008,엠에스씨,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5070,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,13443,500,19931012,17600,8800000000,12,,0,,N,N,920,124,119,98,13,20240630.0,892,,N,N,N
010170,KR7010170009,대한광통신,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,985,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,90577,500,19941107,74511,37255583000,12,,0,,N,N,730,-115,-181,-184,-55,20240630.0,733,,N,N,N
010240,KR7010240000,흥국,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4795,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7907,500,20090512,12322,6161348000,12,,0,,N,N,695,63,80,63,12,20240630.0,590,,N,N,N
010280,KR7010280006,쌍용정보통신,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,618,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,32244,500,20000414,65123,32561893000,12,,0,,N,N,1492,-40,-17,-18,-4,20240630.0,402,,N,N,N
010470,KR7010470003,오리콤,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6430,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,64505,1000,20001024,11975,11975050000,12,,0,,N,N,948,30,30,23,4,20240630.0,769,391,N,N,N
011040,KR7011040003,경동제약,ST,2.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6300,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,31654,500,19921218,30768,15684383000,12,,0,,N,N,948,-1,25,28,2,20240630.0,1938,,N,N,N
011080,KR7011080009,형지I&C,ST,3.0,0,1009,1020,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,611,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,373767,500,20040702,25503,12751682000,12,,0,,N,N,653,7,26,19,6,20231231.0,155,,N,N,N
011320,KR7011320009,유니크,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,24561,500,19931229,19320,9660347500,12,,0,,N,N,1802,73,59,49,8,20240630.0,869,,N,N,N
011370,KR7011370004,서한,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,808,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,78507,500,19940524,100894,50447432500,12,,0,,N,N,4064,184,89,82,4,20240630.0,815,,N,N,N
011560,KR7011560000,세보엠이씨,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9480,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,26210,500,19961223,10530,5265000000,12,,0,,N,N,4547,203,262,203,19,20240630.0,998,,N,N,N
012340,KR7012340006,뉴인텍,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,563,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,43248,500,19970212,50907,25453581000,12,,0,,N,N,412,-17,-17,-17,-11,20240630.0,286,,N,N,N
012620,KR7012620001,원일특강,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7190,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,6022,500,19940628,4400,2200000000,12,,0,,N,N,1942,73,47,39,5,20240630.0,316,,N,N,N
012700,KR7012700001,리드코프,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4615,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,29403,500,19960119,26446,13777741000,12,,0,,N,N,2248,90,20,7,0,20240630.0,1220,,N,N,N
012790,KR7012790002,신일제약,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7320,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,36914,500,19990813,11986,5993207500,12,,0,,N,N,891,140,150,136,11,20231231.0,877,,N,N,N
012860,KR7012860003,모베이스전자,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1862,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,540371,500,19941026,73233,36616728500,12,,0,,N,N,4693,211,190,138,12,20240630.0,1363,,N,N,N
013030,KR7013030002,하이록코리아,ST,2.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,25400,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,23146,500,19891215,12856,6806616000,12,,0,,N,N,959,301,370,283,14,20240630.0,3265,,N,N,N
013120,KR7013120001,동원개발,ST,2.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2710,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,557900,500,19941229,90808,45404050000,12,,0,,N,N,3334,343,395,303,6,20240630.0,2460,,N,N,N
013310,KR7013310008,아진산업,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3085,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,50360,500,20151222,38806,19403291000,12,,0,,N,N,3718,183,124,87,6,20240630.0,1197,,N,N,N
013720,KR7013720008,CBI,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1144,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,257837,1000,19931229,44628,44628136000,12,,0,,N,N,138,6,-33,-33,-13,20240630.0,510,,N,N,N
013810,KR7013810007,스페코,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3775,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1147334,500,19971103,14655,7327735000,12,,0,,N,N,99,-30,-19,-18,-7,20240630.0,553,,N,N,N
013990,KR7013990007,아가방컴퍼니,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4245,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,460127,500,20020117,32887,16443768000,12,,0,,N,N,886,82,85,60,7,20240630.0,1396,,N,N,N
014100,KR7014100002,메디앙스,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2185,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15343,500,19950103,11800,5900000000,12,,0,,N,N,270,-54,-120,-95,-23,20240630.0,257,,N,N,N
014190,KR7014190003,원익큐브,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1643,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,308165,500,19960426,35399,17699953000,12,,0,,N,N,1404,28,29,23,4,20240630.0,581,,N,N,N
014200,KR7014200000,광림,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1006,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,19930707,90706,45353348000,12,,0,,N,N,651,31,32,9,0,20240630.0,912,,N,N,N
014470,KR7014470009,부방,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1697,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,229135,500,19940225,60052,30026130000,12,,0,,N,N,1718,30,35,29,4,20240630.0,1019,,N,N,N
014570,KR7014570006,고려제약,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10511,500,20001207,11000,5500000000,12,,0,,N,N,814,180,83,-49,-6,20231231.0,566,,N,N,N
014620,KR7014620009,성광벤드,ST,2.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,N,14750,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,322339,500,20010111,28600,14300000000,12,,0,,N,N,1241,303,365,294,11,20240630.0,4218,,N,N,N
014940,KR7014940001,오리엔탈정공,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4200,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,160815,500,20011226,45573,22786830500,12,,0,,N,N,983,111,112,108,24,20240630.0,1914,,N,N,N
014970,KR7014970008,삼륭물산,ST,3.0,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3655,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,101461,500,19921229,15125,7562500000,12,,0,,N,N,471,15,9,7,2,20240630.0,552,,N,N,N
015710,KR7015710007,코콤,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1425605,500,19970930,17530,8765250000,12,,0,,N,N,1005,19,33,30,2,20231231.0,727,,N,N,N
015750,KR7015750003,성우하이텍,ST,2.0,0,1009,1030,N,N,Y,,N,Y,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,6680,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,352892,500,19951104,80000,40000000000,12,,0,,N,Y,21453,811,863,618,9,20240630.0,5344,,N,N,N
016100,KR7016100000,리더스코스메틱,ST,3.0,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2775,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,16018,500,20030115,19100,9550447000,12,,0,,N,N,371,-3,-9,0,0,20240630.0,530,,N,N,N
016250,KR7016250003,SGC E&C,ST,3.0,0,1010,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,N,15880,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3096,5000,19991228,3243,16733065000,12,,0,,N,N,5763,21,-97,-79,-3,20240630.0,515,378,N,N,N
016600,KR7016600009,큐캐피탈,ST,3.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,295,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,583705,500,19930621,178247,89123556000,12,,0,,N,N,360,105,91,71,5,20231231.0,525,,N,N,N
016670,KR7016670002,디모아,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4870,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4116,500,19930421,4941,2470923000,12,,0,,N,N,131,10,-4,-4,-2,20240630.0,240,,N,N,N
016790,KR7016790008,현대사료,ST,3.0,0,1009,1019,,N,N,,N,,,,,N,,,0,,,Y,,,,,N,994,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,100,20180601,188471,18847172900,12,,0,,N,N,352,-99,-117,-117,-36100000,20240331.0,1873,,N,N,N
016920,KR7016920001,카스,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1201,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,29269,500,19900104,26493,13246769000,12,,0,,N,N,775,10,7,7,2,20240630.0,318,,N,N,N
017000,KR7017000001,신원종합개발,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3695,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,141184,5000,19941207,11668,60989616000,12,,0,,N,N,3098,31,108,83,8,20231231.0,431,,N,N,N
017250,KR7017250002,인터엠,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1061,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4614,500,19960103,21045,10522733500,9,,0,,N,N,408,12,-1,-1,0,20240630.0,223,,N,N,N
017480,KR7017480005,삼현철강,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4545,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,6316,500,20010109,15702,8551445000,12,,0,,N,N,2624,97,130,104,5,20231231.0,713,,N,N,N
017510,KR7017510009,세명전기,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5830,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1084130,500,19911226,15246,7623000000,12,,0,,N,N,118,14,14,13,2,20231231.0,888,,N,N,N
