단축코드,표준코드,한글명,그룹코드,시가총액규모,지수업종대분류,지수업종중분류,지수업종소분류,벤처기업,저유동성,KRX,ETP,KRX100,KRX자동차,KRX반도체,KRX바이오,KRX은행,SPAC,KRX에너지화학,KRX철강,단기과열,KRX미디어통신,KRX건설,투자주의,KRX증권,KRX선박,KRX섹터_보험,KRX섹터_운송,KOSDAQ150,기준가,매매수량단위,시간외수량단위,거래정지,정리매매,관리종목,시장경고,경고예고,불성실공시,우회상장,락구분,액면변경,증자구분,증거금비율,신용가능,신용기간,전일거래량,액면가,상장일자,상장주수,자본금,결산월,공모가,우선주,공매도과열,이상급등,KRX300,매출액,영업이익,경상이익,당기순이익,ROE,기준년월,시가총액,그룹사코드,회사신용한도초과,담보대출가능,대주가능
038620,KR7038620001,위즈코프,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,612,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,176045,500,20000504,66546,33273232500,12,,0,,N,N,477,19,12,7,0,20240630.0,407,,N,N,N
038680,KR7038680005,에스넷,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3995,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,28213,500,20000427,19549,9774838500,12,,0,,N,N,1769,-51,-72,-61,-12,20240630.0,781,,N,N,N
038870,KR7038870002,에코바이오,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4170,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,13914,500,20010529,14014,7007474500,12,,0,,N,N,91,-16,-2,-4,1,20240630.0,584,,N,N,N
038880,KR7038880001,아이에이,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,224,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,446024,100,20000427,315334,31533470200,12,,0,,N,N,261,-23,-60,-62,-14,20240630.0,706,,N,N,N
038950,KR7038950002,파인디지털,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3995,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4530,500,20000504,10210,5105382500,12,,0,,N,N,369,-23,-4,-5,-1,20240630.0,407,,N,N,N
039010,KR7039010004,현대에이치티,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5900,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,14757,500,20000720,8625,4312500000,12,,0,,N,N,1314,-8,-28,-13,-1,20231231.0,508,,N,N,N
039020,KR7039020003,이건홀딩스,ST,3.0,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3045,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,68013,1000,20000504,22584,22584709000,12,,0,,N,N,2231,-27,-102,-89,-9,20240630.0,687,,N,N,N
039030,KR7039030002,이오테크닉스,ST,1.0,0,1009,1027,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,149400,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,107220,500,20000824,12319,6159775000,12,,0,,N,Y,1473,121,300,213,8,20240630.0,18405,,N,N,N
039200,KR7039200001,오스코텍,ST,1.0,0,1009,1024,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,37600,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1368946,500,20070117,38244,19122088000,12,,0,,N,Y,26,-153,-140,-140,-24,20240630.0,14379,,N,N,N
039240,KR7039240007,경남스틸,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2890,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,25765,100,20000307,26979,2697960400,12,,0,,N,N,3903,107,108,86,8,20231231.0,779,,N,N,N
039290,KR7039290002,인포뱅크,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6570,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,58720,500,20060704,8693,4346989000,12,,0,,N,N,686,-26,-17,-22,-6,20240630.0,571,,N,N,N
039310,KR7039310008,세중,ST,3.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1608,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,59037,500,20000609,18121,9060833500,12,,0,,N,N,234,10,17,17,3,20240630.0,291,,N,N,N
039340,KR7039340005,한국경제TV,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5550,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,25335,500,20040730,23000,11500000000,12,,0,,N,N,441,29,69,60,7,20240630.0,1276,,N,N,N
039420,KR7039420005,케이엘넷,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2615,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,20853,500,20020312,24154,12077365000,12,,0,,N,N,232,53,60,50,17,20240630.0,631,,N,N,N
039440,KR7039440003,에스티아이,ST,2.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,19450,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,304225,500,20020228,15830,7915000000,12,,0,,N,N,1408,66,108,88,7,20240630.0,3078,,N,N,N
039560,KR7039560008,다산네트웍스,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3145,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,111330,500,20000622,39505,20981453000,12,,0,,N,N,1309,-81,-54,-70,-5,20240630.0,1242,,N,N,N
039610,KR7039610001,화성밸브,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,13540,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3524039,500,20000316,10410,5205200000,12,,0,,N,N,468,47,43,34,8,20240630.0,1409,,N,N,N
039740,KR7039740006,한국정보공학,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2550,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8134,500,20000706,8018,4009198500,12,,0,,N,N,843,6,-4,-4,-2,20240630.0,204,,N,N,N
039830,KR7039830005,오로라,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5280,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4113,500,20010103,10762,5381445000,12,,0,,N,N,1217,116,21,11,3,20240630.0,568,,N,N,N
039840,KR7039840004,디오,ST,2.0,0,1009,1029,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,17160,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,141853,500,20000629,14981,7940877500,12,,0,,N,N,505,-415,-493,-431,-42,20240630.0,2570,,N,N,N
039860,KR7039860002,나노엔텍,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3210,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,91836,500,20000816,32110,16055041000,12,,0,,N,N,133,-1,13,11,4,20240630.0,1030,,N,N,N
039980,KR7039980008,폴라리스AI,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2700,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4064388,500,20020813,72152,36076388500,12,,0,,N,N,246,-6,-28,-30,-6,20240630.0,1948,,N,N,N
040160,KR7040160004,누리플렉스,ST,3.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2700,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17951,500,20000829,12055,6027767500,12,,0,,N,N,450,-73,-65,-61,-15,20240630.0,325,,N,N,N
040300,KR7040300006,YTN,ST,3.0,0,1015,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3015,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,59215,1000,20010904,42000,42000000000,12,,0,,N,N,1305,-93,-43,-42,-2,20231231.0,1266,,N,N,N
040350,KR7040350001,크레오에스지,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,737,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,920918,500,20020110,152074,76037043000,12,,0,,N,N,40,-28,-31,-31,-12,20240630.0,1120,,N,N,N
040420,KR7040420002,정상제이엘에스,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6420,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,8382,500,20000801,15677,8478776000,12,,0,,N,N,543,65,60,48,11,20240630.0,1006,,N,N,N
040610,KR7040610008,SG&G,ST,3.0,0,1013,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1588,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15827,500,20000427,34087,17043598000,12,,0,,N,N,261,38,139,125,7,20240630.0,541,,N,N,N
040910,KR7040910002,아이씨디,ST,3.0,0,1009,1027,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5900,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1052540,500,20110805,18574,9287137500,12,,0,,N,N,534,-138,-92,-95,-15,20240630.0,1095,,N,N,N
041020,KR7041020009,폴라리스오피스,ST,2.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5590,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,523962,500,20051028,49725,24862749000,12,,0,,N,N,1209,60,135,111,11,20240630.0,2779,,N,N,N
041190,KR7041190000,우리기술투자,ST,1.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,7270,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,1374086,500,20000609,84000,42000000000,12,,0,,N,N,1029,968,968,777,28,20240630.0,6106,,N,N,N
041440,KR7041440009,현대에버다임,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7670,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,448984,500,20031114,17915,8957972000,12,,0,,N,N,1410,-12,3,6,1,20240630.0,1374,Z35,N,N,N
041460,KR7041460007,한국전자인증,ST,3.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1210676,500,20101119,19000,10729624500,12,,0,,N,N,186,18,17,11,4,20240630.0,665,,N,N,N
041510,KR7041510009,에스엠,ST,1.0,0,1015,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,58000,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,54388,500,20000427,23353,11915450500,12,,0,,N,Y,4739,403,404,209,6,20240630.0,13545,KAO,N,N,N
041520,KR7041520008,이엘씨,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5740,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11597,500,20030704,12188,6094365000,12,,0,,N,N,98,-45,8,-10,-1,20240630.0,699,,N,N,N
041590,KR7041590001,플래스크,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,789,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20021101,131707,65853675000,12,,0,,N,N,80,-73,-37,-38,-24,20240630.0,1039,,N,N,N
041830,KR7041830001,인바디,ST,2.0,0,1009,1029,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,23800,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,22757,500,20001214,13683,6841891000,12,,0,,N,N,987,194,229,169,13,20240630.0,3256,,N,N,N
041910,KR7041910001,폴라리스AI파마,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7020,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,28302,500,20040206,12698,6349131500,12,,0,,N,N,642,53,45,38,3,20231231.0,891,,N,N,N
041920,KR7041920000,메디아나,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5180,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,28038,500,20141007,18598,9299111500,12,,0,,N,N,299,20,56,44,8,20240630.0,963,,N,N,N
041930,KR7041930009,동아화성,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6700,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,12438,500,20011226,15800,8000000000,12,,0,,N,N,1874,104,147,105,13,20240630.0,1058,,N,N,N
041960,KR7041960006,코미팜,ST,2.0,0,1009,1024,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,3945,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,49700,100,20011030,70622,7062223300,12,,0,,N,N,321,49,55,55,20,20240630.0,2786,,N,N,N
042000,KR7042000000,카페24,ST,1.0,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,28450,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,701572,500,20180208,24253,12126527000,12,,0,,N,N,1427,91,100,75,10,20240630.0,6899,,N,N,N
042040,KR7042040006,케이피엠테크,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,305,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,98978,100,20030107,174460,17446091700,12,,0,,N,N,139,-30,-43,-43,-8,20240630.0,532,,N,N,N
042110,KR7042110007,에스씨디,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1438,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,53347,500,20000713,48329,24164782000,12,,0,,N,N,1107,58,63,49,8,20240630.0,694,,N,N,N
042370,KR7042370007,비츠로테크,ST,2.0,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7260,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,7395549,500,20000803,26200,13100012500,12,,0,,N,N,1869,204,266,183,2,20240630.0,1902,,N,N,N
042420,KR7042420000,네오위즈홀딩스,ST,3.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,18870,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,11282,500,20000627,8856,4653433000,12,,0,,N,N,1847,123,153,129,0,20240630.0,1671,,N,N,N
042500,KR7042500009,링네트,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4760,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,40816,500,20020110,19070,9535067000,12,,0,,N,N,726,60,78,59,12,20240630.0,907,,N,N,N
042510,KR7042510008,라온시큐어,ST,3.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2060,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,902665,500,20010103,56025,28012935500,12,,0,,N,N,241,-43,-40,-21,-10,20240630.0,1154,,N,N,N
042520,KR7042520007,한스바이오메드,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,16638,500,20091009,13526,6763183500,9,,0,,N,N,616,17,-13,-16,-2,20240630.0,1372,,N,N,N
042600,KR7042600007,새로닉스,ST,2.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12270,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,11030,500,20021001,12423,6211787000,12,,0,,N,N,956,11,-344,-274,-35,20240630.0,1524,,N,N,N
042940,KR7042940007,상지건설,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2260,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,34062,5000,20001019,11945,59727220000,12,,0,,N,N,169,-136,-131,-133,-25,20240630.0,269,,N,N,N
043090,KR7043090000,더테크놀로지,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,472,1,1,N,N,N,0,N,Y,N,0,0,0,100,N,90,1439393,500,20011011,73146,36573042500,12,,0,,N,N,52,-38,-60,-60,-28,20240630.0,345,,N,N,N
043100,KR7043100007,알파녹스,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,300,1,1,Y,N,N,0,N,N,N,0,0,0,100,N,90,0,500,20000808,79759,39879604000,12,,0,,N,N,136,-29,-23,-23,-20,20240630.0,239,,N,N,N
043150,KR7043150002,바텍,ST,2.0,0,1009,1029,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,23700,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,13995,500,20060929,14854,7427128000,12,,0,,N,N,1962,312,420,323,15,20240630.0,3520,,N,N,N
043200,KR7043200005,파루,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,575,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4416738,500,20000719,41804,20902157500,12,,0,,N,N,188,1,4,4,3,20240630.0,240,,N,N,N
043220,KR7043220003,티에스넥스젠,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,549,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1744161,500,20010703,140255,70127831000,12,,0,,N,N,102,-20,-68,-68,-23,20240630.0,770,,N,N,N
043260,KR7043260009,성호전자,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1651,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,598005,500,20011129,61002,30501094500,12,,0,,N,N,1381,232,230,186,32,20240630.0,1007,,N,N,N
043340,KR7043340009,에쎈테크,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,504,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9972,500,20000829,95000,47500000000,12,,0,,N,N,476,-72,-92,-95,-36,20231231.0,478,,N,N,N
043360,KR7043360007,디지아이,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2260,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2647,500,20010720,9000,4500000000,12,,0,,N,N,167,-27,-22,-22,-5,20231231.0,203,,N,N,N
043370,KR7043370006,피에이치에이,ST,2.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10050,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,28903,500,20011213,21000,10500000000,12,,0,,N,N,5887,302,441,362,10,20240630.0,2110,,N,N,N
043590,KR7043590009,웰킵스하이텍,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,790,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,55970,500,20011220,27136,13568381000,12,,0,,N,N,185,-59,-45,-45,-22,20240630.0,214,,N,N,N
043610,KR7043610005,지니뮤직,ST,3.0,0,1015,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2265,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,480660,500,20000720,58115,29057719000,12,,0,,N,N,1475,77,26,22,-2,20240630.0,1316,905,N,N,N
043650,KR7043650001,국순당,ST,3.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4920,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,60043,500,20000824,17858,8929152000,12,,0,,N,N,350,13,100,97,8,20240630.0,878,,N,N,N
043710,KR7043710003,서울리거,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,709,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,33651,500,20020711,50198,25099440000,12,,0,,N,N,85,-19,27,27,19,20240630.0,355,,N,N,N
043910,KR7043910009,자연과환경,ST,3.0,0,1009,1025,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,667,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,489082,500,20051118,113391,56695728500,12,,0,,N,N,271,9,2,2,1,20240630.0,756,,N,N,N
044060,KR7044060002,조광ILI,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,732,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20010118,95732,47866092000,12,,0,,N,N,297,-25,-355,-344,-46,20231231.0,700,,N,N,N
044180,KR7044180008,KD,ST,3.0,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,463,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,64938,500,20001116,26717,13358899500,12,,0,,N,N,744,35,123,123,63,20240630.0,123,,N,N,N
044340,KR7044340008,위닉스,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6100,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,10482,500,20001024,17873,8936712500,12,,0,,N,N,1855,28,28,25,2,20240630.0,1090,,N,N,N
044480,KR7044480002,빌리언스,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,690,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,41935,500,20010111,40663,20331864000,12,,0,,N,N,238,-7,53,113,-4,20240630.0,280,,N,N,N
044490,KR7044490001,태웅,ST,2.0,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,15190,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,217991,500,20011108,20007,10003690500,12,,0,,N,N,4438,395,328,342,7,20231231.0,3039,,N,N,N
044780,KR7044780005,에이치케이,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1282,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11677,500,20000907,18505,9252893500,12,,0,,N,N,276,-13,-2,-1,0,20240630.0,237,,N,N,N
044960,KR7044960003,이글벳,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,81893,500,20001116,12641,6320941500,12,,0,,N,N,428,33,35,30,7,20231231.0,632,,N,N,N
045060,KR7045060001,오공,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2745,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,16004,500,20000810,16941,8470987000,12,,0,,N,N,805,46,51,41,7,20240630.0,465,,N,N,N
045100,KR7045100005,한양이엔지,ST,2.0,1006,0,0,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,N,18250,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,42553,500,20000831,18000,9000000000,12,,0,,N,N,6179,449,516,398,14,20240630.0,3285,,N,N,N
045300,KR7045300001,성우테크론,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2760,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,12207,500,20011218,10151,5075791500,12,,0,,N,N,212,10,20,17,5,20240630.0,280,,N,N,N
045340,KR7045340007,토탈소프트,ST,3.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4990,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,14032,500,20020719,8558,4279020000,12,,0,,N,N,161,36,43,38,19,20231231.0,427,,N,N,N
045390,KR7045390002,대아티아이,ST,2.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2730,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,2600198,100,20010517,70473,7115152200,12,,0,,N,N,555,35,55,53,9,20240630.0,1923,,N,N,N
045510,KR7045510005,정원엔시스,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,883,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,28603,500,20000907,32209,16104646000,12,,0,,N,N,763,4,3,3,1,20240630.0,284,,N,N,N
045520,KR7045520004,크린앤사이언스,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5380,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3230,500,20001205,6500,3650000000,12,,0,,N,N,455,15,22,18,12,20240630.0,349,,N,N,N
045660,KR7045660008,에이텍,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,15590,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,53110,500,20010524,8260,4130000000,12,,0,,N,N,367,17,55,43,9,20240630.0,1287,,N,N,N
045970,KR7045970001,코아시아,ST,2.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5180,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,71229,500,20000803,26314,13157438000,12,,0,,N,N,1844,-98,-136,-138,-21,20240630.0,1363,,N,N,N
046070,KR7046070009,코다코,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,257,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20001226,42786,21393028000,12,,0,,N,N,1315,-37,1159,1159,487,20240630.0,109,,N,N,N
046120,KR7046120002,오르비텍,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2360,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,97307,500,20100615,27449,13724743000,12,,0,,N,N,330,2,-2,-2,-1,20240630.0,647,,N,N,N
046210,KR7046210001,HLB파나진,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3430,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,227166,500,20000816,42212,21106287500,12,,0,,N,N,59,-8,-31,-31,-9,20240630.0,1447,,N,N,N
046310,KR7046310009,백금T&A,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2520,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,26667,500,20020205,16418,8209320500,12,,0,,N,N,670,66,82,74,16,20240630.0,413,,N,N,N
046390,KR7046390001,삼화네트웍스,ST,3.0,0,1015,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1428,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,45841,200,20010111,43172,8634586600,12,,0,,N,N,338,25,29,29,10,20240630.0,616,,N,N,N
